x,y,title,User,Category,Description,Installations,Score
1.7626752,12.310438,Animal Puzzle for kids - Preschool Learning Games,Children,Learning play,"Free kids puzzles. Puzzle for Kids Games & Animal Jigsaw Puzzles is a collection of fun and educational learning game for preschool children and toddlers with Animal puzzles, Match puzzles, Letter puzzles, Number puzzles, Shape puzzles & Jigsaw Puzzl...","500,000",4.45
3.7857144,9.8175535,Khan Academy Kids,Children,Learning play,"Our award-winning app is thoughtfully designed by experts in early childhood education to guide young learners on a delightful journey through key skills in math, reading, phonics, writing, social-emotional development, and more. It includes thousand...","1,000,000",4.6
1.5442338,10.258578,CHUTES AND LADDERS: Ups and Downs,Children,General play,"The CHUTES AND LADDERS: Ups and Downs app from PlayDate Digital, licensed by Hasbro transforms the beloved CHUTES AND LADDERS board game into an interactive story. It features exciting animations, beautiful illustrations, and learning elements that r...","1,000",n/a
5.4157248,8.472601,300 English Words for Kids,Children,Literacy - English / ABCs,"Alef English App is a free app that helps young children and toddlers learn the top most common English Words using pictures and sound. 
Alef English Learning App consists of:

1. A VAST VOCABULARY sectioned into categories like numbers, colors, f...","100,000",n/a
0.35777062,5.607255,FirstSteps Parent Link,Parents,Tracking babies' rhythms,"FirstSteps Parent Link enables parents to stay informed with events at the nursery throughout the day, and engage with the nursery.

Features:
- View your child’s daily diary, including meals, bottle feeds, nappy changes, and sleep events
- View ...","10,000",2.64
4.8589816,10.250407,Phonics: Reading Games for Kids & Spelling Apps,Children,Literacy - English / ABCs,"Funny letter-shaped people help your child learn how to read and write. They handily transform boring study into a super-entertaining activity! 

Set off colorful fireworks, send the jolly ABCD characters on an elevator ride and launch a rocket int...","500,000",3.79
-0.13397907,9.968559,EduKid: Car Games for Toddlers,Children,General play,"Educational learning game for preschoolers. Learning cars in a fun way is a game for kids which will teach your child the use and function of different vehicles in a playful way with colorful scenarios.

Fantastic kids' car games with fun and educa...","500,000",n/a
4.7404037,12.638819,Learning numbers is funny!,Children,Numeracy development,"“Learning numbers is funny!” is an educational game for the most intelligent kids and their parents!

- Funny characters!
- Amusing animation!
- Funny rhymes!
- Interesting tasks!
- Playing and learning numbers from 0 to 9!
- Smart coloring pa...","10,000",n/a
2.7799911,11.336993,Preparation for school,Children,Learning play,Children's interactive educational activity books. The interactive books are for children aged 2 to 10. Colorful pictures and interesting tasks will help your child improve learning skills and begin to understand the world around us. The interactive ...,"500,000",3.34
6.4699907,9.777787,Arabic Numbers: Learn & Write | Kids Learning App,Children,Literacy - non-English,Are you looking for an amazing Arabic numbers learning app for kids? Do you want a powerful preschool learning app that can help your children to learn and write Arabic numbers in a fun and entertaining way? Let's download Arabic Numbers: Learn & Wri...,"1,000,000",4.18
1.7840629,10.516939,Things That Go,Children,General play,"Does your little one love vehicles? Check out LEGO DUPLO WORLD, the latest from StoryToys. It's packed full of activities featuring trains, fire engines, trucks and more! 🚂  🚜  http://bit.ly/LegoDuploWorld 

* Editor's Choice Award, Children's Tech...","1,000",n/a
5.1187673,12.903851,Learn Numbers 123 Kids Game - Count & Tracing 123,Children,Numeracy development,"Learn Numbers 123 Count & Trace kids game is a fun all-in-one easy to play app designed for kids, that’s perfect for preschool, toddler and kindergarten kids. 123 Numbers is the best numbers educational app for children along with tracing, counting a...","5,000,000",4.25
1.5749879,1.1149766,"Ovia Fertility: Ovulation, Period & Cycle Tracker",Parents,Fertility tracking,"Whether you're looking for a free period tracker or trying to get pregnant, join millions of women around the world and download Ovia Fertility.  Choose Ovia Fertility to be your menstrual calendar, ovulation tracker and fertility friend!  You will b...","1,000,000",4.57
3.4329638,10.763893,Balloon Pop Kids games for preschool toddlers 2 yr,Children,Learning play,"🎈Turn your smart phone or tablet into a fun toy phone for your kid🎈

30+ fun & learning activities for babies, toddlers & pre-k kids age 2-5 years old. Learn Alphabets & Numbers 123, ABCs, Animals, Colors, Shapes, Vehicles, Music instruments and mo...","1,000,000",4.32
2.048485,12.592539,My Very Hungry Caterpillar,Children,General play,"It begins with a tiny egg. Tap it and marvel as it hatches into a Very Hungry Caterpillar. Can you find him some food to eat?

Eric Carle’s much-loved character, The Very Hungry Caterpillar™, has won the hearts of millions of children around the wo...","1,000,000",3.99
2.0741112,11.592704,Miffy Educational Games,Children,Learning play,"Miffy Educational Games contain 28 educational games to develop intelligence, aimed at kids up to 6 years old. Children can have fun playing while learning with Miffy and its friends.

Miffy Educational Games are divided into 7 types of learning ga...","1,000,000",3.85
5.136328,12.998048,CandyBots Numbers 123 Counting,Children,Numeracy development,"🔮 Ready to counting the numbers 123 genius within the baby kids before kindergarten?
⭐COUNTING THE NUMBERS & MATH LEARNING GAME THE FUN WAY:
CandyBots Numbers 123 Kids Fun is a magical game to learn the 123s for genius kids, count the numbers to all...","100,000",3.44
4.323179,13.639952,Moose Math by Duck Duck Moose,Children,Numeracy development,"Moose Math engages kids in a mathematical adventure and teaches counting, addition, subtraction, sorting, geometry and more. While playing 5 multi-level activities in the Moose Juice Store, Puck’s Pet Shop and Lost & Found, kids can earn rewards to h...","100,000",4.19
5.211415,10.263207,ABCInfinite Fun Learning Games,Children,Literacy - English / ABCs,"Welcome to ABC Infinite.

ABC Infinite helps kids to progress swiftly in their vocab and ability to speak and understand words.
Feature List

1. Learn Over 104 Interactive words with intuitive designs for kids
2. Interactive and funny alphabet ...","10,000",n/a
-0.5152856,10.073555,Monster Truck Games for kids,Children,General play,"VVRROOOM! Time to race in the big monster truck rally!  

Race over obstacles and across beautiful landscapes on your way to the finish line. Choose from 18 different monster trucks, all super cool and sporting flashy paint jobs. Reach the finish l...","1,000,000",4.21
0.50396603,13.549738,Doodle,Children,Drawing and colouring,"It is proved that drawing has a positive effect on children by developing fine motor skills, imagination and memory. For adults, this hobby helps to relieve stress and relax emotionally. The functionality drawing application is simple and intuitive, ...","1,000,000",3.94
0.21373907,4.612121,"GLOW. Baby Tracker & Feeding, Diaper, Sleep Log",Parents,Tracking babies' rhythms,"From breastfeeding to diaper changing, now featuring baby teething, solids tracking and daily activities. Log all your baby milestones and track infant development with Glow Baby. As a new parent, whether you want a diaper log, a nursing timer, a bre...","500,000",4.29
2.6529465,11.097419,Kids Balloon Pop Game,Children,Learning play,"A classic balloon popping game for kids, with colorful graphics, cute animals and various backgrounds! Learn English, or practice vocabulary in 10 different languages! You can even adjust the speed and size of the balloons your baby or child's skill ...","10,000,000",4.38
0.7856205,10.22527,Dinosaur Coding School Games,Children,Learning play,"Drive mechas and explore the world alongside T-Rex!

Set out on fun adventures where you help T-Rex solve puzzles
Help plants thrive in the wasteland; clean up pollution at the factory; escape from the fire; hunt for treasure under the sea; repair...","1,000,000",3.78
0.9810221,8.374324,Super JoJo: Baby Care,Children,General play,"Mom and dad have been working hard. Can you help them take care of baby JoJo? By doing so, you will learn how to care for others and be a responsible child! 

IN THE MORNING 
Baby JoJo is up. Please come and play toys with him! Assemble the little...","5,000,000",4.18
4.828819,12.760235,Farm 123 - Learn to count,Children,Numeracy development,"Is your little one learning to count? Check out the latest from StoryToys, LEGO DUPLO WORLD, packed with fun play experiences and games to help them learn, including Number Train to help with numbers and counting 🚂 🐮 http://bit.ly/LegoDuploWorld 

...","10,000",4.07
